id,for,service,type,by,date,role,description
3433800,3433800,Escort,Positive,695886,28/10/2019 17:14,Seeking Services,"Oh My God, there are not enough expletives in the English language to show how hot Rebecca is. She just gets better with each visit. Cant wait for the next one!"
3433800,3433800,Escort,Positive,1579969,25/10/2019 00:57,Seeking Services,"Rebecca is one very sexy, funny and vivacious lady thanks for an amazing time"
3433800,3433800,Escort,Positive,5009122,24/10/2019 10:30,Seeking Services,"Wow, literally a head turner as it says ok her profile...started of getting to know each other but after it was insane....Must see her very soon"
3433800,3433800,Escort,Positive,3300049,22/10/2019 21:13,Seeking Services,absolutely amazing stunning lady really polite and genuin done everything i asked and more defo returning for more xxx
3433800,3433800,Escort,Positive,3268761,16/10/2019 08:55,Seeking Services,"Another great meeting after some time. Always up for some fun,highly recommended boys. Till next time babe xx"
3433800,3433800,Escort,Positive,227401,10/09/2019 16:10,Seeking Services,"Rebecca is an absolute gem. Another wonderful hour. I am seriously thinking of running away with her to the West Indies, so get in quick!"
3433800,3433800,Escort,Positive,2676334,27/09/2019 15:17,Seeking Services,wonderful time with a gorgeous lady
3433800,3433800,Escort,Positive,3389909,27/09/2019 09:29,Seeking Services,"Had a great time with the most affectionate and passionate Rebecca, thanks for an amazing time."
3433800,3433800,Escort,Positive,4091087,24/09/2019 20:21,Seeking Services,Had a great time with this super sexy and very naughty lady xx
3433800,3433800,Escort,Positive,4041913,22/09/2019 13:21,Seeking Services,This lady just keeps getting better and better. Look forward to seeing you again x
3433800,3433800,Escort,Positive,3855887,21/09/2019 18:59,Seeking Services,"Rebecca never disappoints. She is beautiful, sexy and a lovely person. Can't wait to see her again. XXX"
3433800,3433800,Escort,Positive,695886,13/09/2019 14:52,Seeking Services,"What and amazing, mind blowing hour spent with this lovely minx, cannot get enough! Xxx"
3433800,3433800,Escort,Positive,695886,13/09/2019 14:51,Seeking Services,Yet another mind blowing hour spent wit the super sexy and oh so lovely Rebecca! Pure class. Xxx
3433800,3433800,Escort,Positive,Member Not Active,13/09/2019 11:40,Seeking Services,This lady is absolutely incredible beautiful funny and omg that tongue
3433800,3433800,Escort,Positive,2571676,13/09/2019 08:41,Seeking Services,"Another gorgeous meet with a total firecracker! Gorgeous, fun and v friendly."
3433800,3433800,Escort,Positive,5381753,09/12/2019 21:01,Seeking Services,Super time with the lovely Rebecca
3433800,3433800,Escort,Positive,5081357,09/07/2019 07:13,Seeking Services,Fantastic afternoon with this gorgeous hot woman. Great personality and I love spending time with her.
3433800,3433800,Escort,Positive,3343790,09/06/2019 22:10,Seeking Services,"Really enjoyable hour. Lovely lady, with the most amazing tounge and wonderful sense of humour. Treat her well people, and she will treat you better!"
3433800,3433800,Escort,Positive,5081357,30/08/2019 23:08,Seeking Services,"Super morning of naughty fun and chat with beautiful, sexy and horny Rebecca. Always a great pleasure to see."
3433800,3433800,Escort,Positive,227401,30/08/2019 10:21,Seeking Services,Another beautiful hour spent with the very sexy and gorgeous Rebecca xxx
3433800,3433800,Escort,Positive,1533485,29/08/2019 15:50,Seeking Services,Communication was excellent. Sadly I had to cancel but Rebecca was very understanding.
3433800,3433800,Escort,Positive,4041913,23/08/2019 22:54,Seeking Services,Totally amazing. This is one amazing lady. Xx
3433800,3433800,Escort,Positive,5364903,23/08/2019 08:54,Seeking Services,"Professional and classy, Rebecca is a great woman, would book again"
3433800,3433800,Escort,Positive,3668743,22/08/2019 12:26,Seeking Services,"Wow....what an amazing sexy, horny lady with a wicked tongue! Will defo see again xx"
3433800,3433800,Escort,Positive,2422033,21/08/2019 06:57,Seeking Services,Rebecca always seems to amaze me every time we meet. She is a sexy women with an amazing personality. I can?t wait for the next meet xx
3433800,3433800,Escort,Positive,4934974,08/03/2019 01:01,Seeking Services,"What an amazing girl, sexy and very horny x"
3433800,3433800,Escort,Positive,695886,08/02/2019 08:34,Seeking Services,Absolutely mind blowingly amazing.......as usual!! Can?t wait for the next one. B.xx
3433800,3433800,Escort,Positive,5081357,31/07/2019 17:00,Seeking Services,"An absolutely awesome start to the day with a gorgeous, hot and sexy woman. Simply brilliant! Can't wait for the next instalment."
3433800,3433800,Escort,Positive,227401,26/07/2019 16:20,Seeking Services,A wonderful hour spent with Rebecca.She is quite delicious in every way
3433800,3433800,Escort,Positive,2237732,25/07/2019 18:58,Seeking Services,beautiful hot and great fun to be with. An all round wonderful time.
3433800,3433800,Escort,Positive,5081357,25/07/2019 18:38,Seeking Services,"A fantastic afternoon of hot sexy fun with the lady with the wild tongue. Satisfaction guaranteed, I can't get enough of her."
3433800,3433800,Escort,Positive,4573735,14/07/2019 00:15,Seeking Services,Great time spent again!! Amazing as always
3433800,3433800,Escort,Positive,2557950,13/07/2019 10:25,Seeking Services,"Hot half hour spent with tasty MILF. Friendly, chatty with tight, tanned body. Strongly recommend."
3433800,3433800,Escort,Positive,3737773,07/12/2019 14:54,Seeking Services,"A beautiful woman and a devilish, inquisitive tongue - did exactly as requested and made me leave with a spring in my step and a smile on her face"
3433800,3433800,Escort,Positive,4837859,07/10/2019 17:32,Seeking Services,Another stunning meeting. Magic tongue. Fun. Flirty. Sensuous. Can't wait til next time. Thank you. x
3433800,3433800,Escort,Positive,4574085,07/10/2019 08:15,Seeking Services,God this woman will end up making me broke. 2nd visit in as many days. Can?t get enough of her. Especially that wicked tongue xx
3433800,3433800,Escort,Positive,4574085,07/10/2019 08:15,Seeking Services,Been far to long meeting up with Rebecca. We always have fun and a laugh or two. Top class all the way xx on ya pink bits xx
3433800,3433800,Escort,Positive,2617981,07/03/2019 21:17,Seeking Services,Great time with a sexy woman. Thanks Rebecca xxx
3433800,3433800,Escort,Positive,5081357,07/02/2019 22:31,Seeking Services,"Brilliant afternoon with beautiful, sexy and very naughty Rebecca. Lovely body and lovely personality. Will see again."
3433800,3433800,Escort,Positive,695886,25/06/2019 11:33,Seeking Services,Yet again this naughty Minx proves she's one of the very best on AW.
3433800,3433800,Escort,Positive,3855887,20/06/2019 08:28,Seeking Services,"Rebecca never disappoints. She is beautiful, sexy and a lovely person. Until the next time my Lovely Lady. X"
3433800,3433800,Escort,Positive,5081357,06/06/2019 22:42,Seeking Services,"Wow! Another fabulous afternoon with Rebecca. Beautiful, sexy and oh so naughty. Lovely to spend time with, so friendly and chatty. Must see again soon. xx"
3433800,3433800,Escort,Positive,5182197,06/06/2019 13:46,Seeking Services,Such a beautiful and sexy lady. So friendly and chatty.Showed me things I?d never done before. Amazing woman. Thanks Rebecca and see you soon x x
3433800,3433800,Escort,Positive,3979844,06/05/2019 14:40,Seeking Services,"Beautiful, sexy, genuine, interesting and very naughty with a fabulous body. A very sensual and sexual libertine at the peak of her sexual prowess. Great sex..x"
3433800,3433800,Escort,Positive,Member Not Active,31/05/2019 11:17,Seeking Services,Amazing women with God given talents.
3433800,3433800,Escort,Positive,1003680,30/05/2019 22:47,Seeking Services,Super
3433800,3433800,Escort,Positive,2422033,30/05/2019 09:36,Seeking Services,"Amazingly beautiful lady, with an outstanding body and personality. Xx"
3433800,3433800,Escort,Positive,695886,28/05/2019 07:57,Seeking Services,Yet another amazing meet with this stunning saucepot! Can’t get enough! Thanks P. Xxx
3433800,3433800,Escort,Positive,2422033,23/05/2019 09:10,Seeking Services,Had an amazing time with this beautiful women. She’s stunning and knows how to look after a man. Xx
3433800,3433800,Escort,Positive,3820102,22/05/2019 16:00,Seeking Services,"Rebecca is special, looked after me after a bad day, lovely women."
3433800,3433800,Escort,Positive,695886,22/05/2019 10:23,Seeking Services,"Anyone who has spent time with Rebecca will know she’s pure class, but she’s also damn good at what she does and is a lovely soul as well. Can’t get enough. Xxx"
3433800,3433800,Escort,Positive,4188524,26/04/2019 06:24,Seeking Services,Fabulous hour with a classy lady. Best rimming and BJ in town.
3433800,3433800,Escort,Positive,3855887,25/04/2019 08:32,Seeking Services,Yet another beautiful hour with beautiful Rebecca. Look forward to the next time. X
3433800,3433800,Escort,Positive,3845478,21/04/2019 02:57,Seeking Services,"Had a great time with this absolutely beautiful women, will definitely be back for more fun babe x"
3433800,3433800,Escort,Positive,Member Not Active,14/04/2019 08:17,Seeking Services,Rebecca is
3433800,3433800,Escort,Positive,3268761,04/10/2019 12:39,Seeking Services,My sights are always set on Rebecca just can't get enough of her. Simply the best on AW wow check her out guys. Till next time babe xx
3433800,3433800,Escort,Positive,695886,04/01/2019 11:23,Seeking Services,Yet Another Fantastic Session With One Of AW's True Stars
3433800,3433800,Escort,Positive,4879739,27/03/2019 20:54,Seeking Services,"An utterly superb evening! Brilliant lady, great personality, good laugh, and some damn fine fun too. I'd love to meet again :) xxx"
3433800,3433800,Escort,Positive,4837859,27/03/2019 16:18,Seeking Services,Wow! Another fab time. Enticing. Sensuous. Fun. Flirty. Very naughty. Til next time...
3433800,3433800,Escort,Positive,116027,27/03/2019 09:35,Seeking Services,"Amazingly sexy and gorgeous girl who I am still having naughty thoughts about, can’t wait to see again and soon, highly recommended and a real treat xx"
3433800,3433800,Escort,Positive,124785,27/03/2019 06:58,Seeking Services,"Lovely, erotic and sensual massage. A perfect way to end the day."
3433800,3433800,Escort,Positive,3268761,21/03/2019 11:36,Seeking Services,Great to see you again after sometime. Still the best out there guys. Look forward to the next time xx
3433800,3433800,Escort,Positive,5081357,20/03/2019 18:54,Seeking Services,"Wow! What a lovely lovely lady. Super sexy, super friendly and, well, just all round super. Great comms, great company, beautiful. Definitely want to see again."
3433800,3433800,Escort,Positive,267957,19/03/2019 19:27,Seeking Services,Another fantastic meet - Rebecca is gorgeous
3433800,3433800,Escort,Positive,695886,18/03/2019 13:33,Seeking Services,Yet ANOTHER fantastic session!!
3433800,3433800,Escort,Positive,5109723,14/03/2019 16:09,Seeking Services,"Well what can I say the word MILF comes to myde ,very attractive in person smelt absolutely gorgeous sexy stockings & heels the blow job wow wow wow"
3433800,3433800,Escort,Positive,1202487,13/03/2019 23:14,Seeking Services,"Great comms , very very attractive lady with some unbelievable skills , will keep an eye out for when she is next down in the south west"
3433800,3433800,Escort,Positive,Member Not Active,03/04/2019 13:34,Seeking Services,"Classy indeed. Stunning meet, great company, great body and exceptional skills. Thanks x"
3433800,3433800,Escort,Positive,2571676,27/02/2019 23:02,Seeking Services,"Rebecca is beautiful, warm, engaging and more! Absolutely gorgeous x thank you and def see you again soon x"
3433800,3433800,Escort,Positive,892692,27/02/2019 21:59,Seeking Services,My first meeting with the incredible Rebecca was simply sublime. A much-appreciated wonderful massage between rounds. I can’t wait to see her again.
3433800,3433800,Escort,Positive,267957,25/02/2019 18:59,Seeking Services,How have I not found you before! What a fantastic meet and can't wait to do it again x
3433800,3433800,Escort,Positive,2131260,22/02/2019 00:10,Seeking Services,Amazing everytime and in every way! xx
3433800,3433800,Escort,Positive,604733,21/02/2019 18:01,Seeking Services,"Long over due second meet, a warm friendly welcome was followed by a tantalising tongue tryst ... Until next time XX"
3433800,3433800,Escort,Positive,4574085,20/02/2019 12:54,Seeking Services,"Another wonderful hour spent in the company of this gorgeous, sexy, intelligent woman x"
3433800,3433800,Escort,Positive,4837859,18/02/2019 08:42,Seeking Services,Fun. Feisty. Wonderful oral. Intelligent. So obliging.
3433800,3433800,Escort,Positive,872902,15/02/2019 17:08,Seeking Services,Great fun good times
3433800,3433800,Escort,Positive,3102294,15/02/2019 14:18,Seeking Services,amzing meet with this classy women so sexy cant wate to see her again
3433800,3433800,Escort,Positive,464442,14/02/2019 21:00,Seeking Services,Absolutely incredible. Thank you Hun x
3433800,3433800,Escort,Positive,4609682,14/02/2019 18:02,Seeking Services,Amazing intense edging session with mistress Rebecca thank you! Xx
3433800,3433800,Escort,Positive,4672325,14/02/2019 12:05,Seeking Services,Perfect companion
3433800,3433800,Escort,Positive,4838509,02/12/2019 20:04,Seeking Services,"utterly amazing lady,will visit every time she comes here,blew my mind with her incredible sexiness!"
3433800,3433800,Escort,Positive,876871,02/04/2019 22:03,Seeking Services,Really Hot first meet with Filthy Rebecca. Highly erotic massage with Naughty deep rimming great Fuck and Filthy CIM finish. More please Slut.... x
3433800,3433800,Escort,Positive,695886,02/04/2019 12:56,Seeking Services,Fantastic First Meeting
3433800,3433800,Escort,Positive,1073117,31/01/2019 11:30,Seeking Services,Rebecca is simply stunning the best
3433800,3433800,Escort,Positive,4573735,29/01/2019 18:34,Seeking Services,Amazing meeting. Very very erotic and a lovely person in general. I really liked that you are so chatty and open. Thankyou Thankyou Thankyou
5276783,5276783,Webcam,Positive,4269861,12/06/2019 02:10,Seeking Services,Hot girls
5276783,5276783,Webcam,Positive,5365083,12/02/2019 22:20,Seeking Services,So sexy!!
5276783,5276783,Webcam,Positive,5365083,12/02/2019 22:20,Seeking Services,Hope to have fun again soon girls ;)
5276783,5276783,Webcam,Positive,199926,12/02/2019 21:57,Seeking Services,x
5276783,5276783,Webcam,Positive,199926,12/02/2019 21:57,Seeking Services,x
5276783,5276783,Webcam,Positive,2931103,29/11/2019 10:03,Seeking Services,X
5276783,5276783,Webcam,Positive,5365083,28/11/2019 22:53,Seeking Services,Amazing xx
5276783,5276783,Webcam,Positive,4910576,28/11/2019 15:22,Seeking Services,sexy girls x
5276783,5276783,Webcam,Positive,5373278,24/11/2019 21:42,Seeking Services,Perfection.
5276783,5276783,Webcam,Positive,5373278,24/11/2019 21:42,Seeking Services,Wild. Love these girls.
5276783,5276783,Webcam,Positive,Member Not Active,24/11/2019 16:29,Seeking Services,Two absolute beauties xx
5276783,5276783,Webcam,Positive,5013133,16/11/2019 10:00,Seeking Services,mmmmmmmmmmmmm sexy
5276783,5276783,Webcam,Positive,5019282,13/11/2019 18:13,Seeking Services,2 sexy ladies. Will definitely have to come and meet you two.
5276783,5276783,Webcam,Positive,1800657,13/11/2019 00:06,Seeking Services,;)
5276783,5276783,Webcam,Positive,1800657,13/11/2019 00:06,Seeking Services,;)
5276783,5276783,Webcam,Positive,4523463,11/10/2019 08:58,Seeking Services,Great chat!
5276783,5276783,Webcam,Positive,4523463,11/10/2019 08:58,Seeking Services,Gorgeous girls Mmm
5276783,5276783,Webcam,Positive,3130410,11/09/2019 22:11,Seeking Services,"Two hot girls for the price of one, what more could you ask for?"
5276783,5276783,Webcam,Positive,Member Not Active,11/06/2019 00:29,Seeking Services,Sexy show
5276783,5276783,Webcam,Positive,Member Not Active,11/06/2019 00:29,Seeking Services,Sexy show
5276783,5276783,Webcam,Positive,163717,11/02/2019 15:22,Seeking Services,Xx
5276783,5276783,Webcam,Positive,5087316,11/02/2019 11:37,Seeking Services,goodgirls
5276783,5276783,Webcam,Positive,5087316,11/02/2019 11:37,Seeking Services,good girls
5276783,5276783,Webcam,Positive,4704217,31/10/2019 22:09,Seeking Services,Be my sugarbabies? x
5276783,5276783,Webcam,Positive,4704217,31/10/2019 22:09,Seeking Services,Be my sugarbabies? x
5276783,5276783,Webcam,Neutral,4657132,31/10/2019 19:38,Seeking Services,Was average
5276783,5276783,Webcam,Positive,5436107,30/10/2019 11:00,Seeking Services,"Sexy pair, great job"
5276783,5276783,Webcam,Positive,2746210,30/10/2019 10:03,Seeking Services,Only got to see the one but I?m not sure I?d be able to cope with both of them!
5276783,5276783,Webcam,Positive,5047404,28/10/2019 16:52,Seeking Services,xxxxxx
5276783,5276783,Webcam,Positive,3725232,28/10/2019 14:20,Seeking Services,2 very naughty girls just what I like
5276783,5276783,Webcam,Positive,2385245,28/10/2019 11:07,Seeking Services,Wow! Amazing session hope to meet these beautiful girls for real at some point!
5276783,5276783,Webcam,Positive,4523463,27/10/2019 17:15,Seeking Services,Super!
5276783,5276783,Webcam,Positive,4074843,25/10/2019 09:59,Seeking Services,Pair of absolute stunners x
5276783,5276783,Webcam,Positive,597181,19/10/2019 14:07,Seeking Services,brilliant session
5276783,5276783,Webcam,Positive,3725232,17/10/2019 11:27,Seeking Services,Very sexy very naughty ladies xx
5276783,5276783,Webcam,Positive,5364993,14/10/2019 17:57,Seeking Services,2 very sexy young lady’s n very keen xx
5276783,5276783,Webcam,Positive,4832113,13/10/2019 16:29,Seeking Services,great
5276783,5276783,Webcam,Positive,Member Not Active,10/12/2019 10:12,Seeking Services,Fuck yes
5276783,5276783,Webcam,Positive,2686074,10/10/2019 17:50,Seeking Services,"thanks, you both sound very tempting"
5276783,5276783,Webcam,Positive,5365083,10/09/2019 22:04,Seeking Services,hot :))
5276783,5276783,Webcam,Positive,601486,10/07/2019 08:36,Seeking Services,Great gals. Very sexy. Wanna meet you both
5276783,5276783,Webcam,Positive,223016,10/06/2019 19:57,Seeking Services,Good show with a pair of naughty ladies
5276783,5276783,Webcam,Positive,2317068,10/05/2019 22:06,Seeking Services,"Wow! two gorgeous ladies, super hot and dirty xx"
5276783,5276783,Webcam,Positive,601486,10/02/2019 07:31,Seeking Services,Very sexy
5276783,5276783,Webcam,Positive,4243388,29/09/2019 05:59,Seeking Services,Amazing
5276783,5276783,Webcam,Positive,4527977,22/09/2019 19:32,Seeking Services,Fuck these two senoritas had my cockhead bulging so ready to explode! Can't wait 'til we finish this...
5276783,5276783,Webcam,Positive,2284430,09/03/2019 20:36,Seeking Services,"Perfect fantasy stuff, two sexy girls, geninuely sexy girls who are into each other too...... you just don;t kow where to look ! xxxX"
5276783,5276783,Webcam,Positive,Member Not Active,09/03/2019 13:30,Seeking Services,mmmm lots of fun. thanks girls x
5276783,5276783,Webcam,Positive,2284430,09/01/2019 21:22,Seeking Services,"Wowsirs, pair of sexy northern lasses, you;d nver know which one to ravish first. your eyes struggle to work out which one to perv over most ! xxX"
5276783,5276783,Webcam,Positive,191595,08/04/2019 09:21,Seeking Services,seriously hottt pair of sex kittens mmm mmm mmm xxx
5276783,5276783,Webcam,Positive,3575012,08/03/2019 23:00,Seeking Services,Amazing session with this duo. Horny AF!
5276783,5276783,Webcam,Positive,3901241,08/01/2019 23:55,Seeking Services,Beautiful girls xx
5276783,5276783,Webcam,Positive,5254223,24/07/2019 12:45,Seeking Services,gorgeous girls
5276783,5276783,Webcam,Positive,75857,18/07/2019 09:37,Seeking Services,sizzling session xx
5276783,5276783,Webcam,Positive,Member Not Active,07/11/2019 14:06,Seeking Services,
5276783,5276783,Webcam,Positive,4100354,07/07/2019 23:20,Seeking Services,great
3592995,3592995,Escort,Positive,22595,10/04/2019 10:39,Seeking Services,"AnneMarie is really friendly, chatty and sexy. An excellent way to spend a morning."
3592995,3592995,Escort,"Feedback
Only",3459055,07/07/2019 11:40,Seeking Services,Lovely lady with a great technique and curvy body xx
3592995,3592995,Escort,Positive,2101140,14/06/2019 11:28,Seeking Services,"Met at a local hotel, excellent service would recommend and return to see this sexy girl"
3592995,3592995,Escort,Positive,Member Not Active,23/04/2019 07:24,Seeking Services,Excellent meet and a great suck
3592995,3592995,Escort,Positive,2223635,04/10/2019 19:04,Seeking Services,"Amazing woman, exquisite curves, will definitely see again when in area"
3592995,3592995,Escort,Positive,4903806,29/03/2019 14:52,Seeking Services,Fun Fun Fun x
3592995,3592995,Escort,Positive,2529559,25/02/2019 19:07,Seeking Services,Really attractive women nice big ass and curvy body which i love i could fuck her for days she swallowed my load very nice indeed
3592995,3592995,Escort,Positive,591718,01/06/2019 17:03,Seeking Services,"A delightful GFE with a gorgeous, sexy, and very friendly young lady. Thanks for the lovely finish xx"
3592995,3592995,Escort,Positive,3319565,31/12/2018 19:33,Seeking Services,"AnneMarie is extremely friendly, responsive and tactile, she gives a genuine G.F.E. and will definately book again xx"
3592995,3592995,Escort,Positive,1658256,27/12/2018 01:12,Seeking Services,"Delightful meeting. A sensitive lady who used her hands, mouth and body to give me an exquisite time. Love to see her again."
3592995,3592995,Escort,Positive,4159946,11/06/2018 18:47,Seeking Services,Great meet lovely woman great at sucking cock
3592995,3592995,Escort,Positive,108913,14/10/2018 19:52,Seeking Services,"Excellent fun, Interesting chat very much a recommend. Thoroughly enjoyed myself"
3592995,3592995,Escort,Positive,3265691,06/04/2018 22:11,Seeking Services,"Wow! Tremendously fun time with this ray of absolute sunshine! Clean, considerate, well spoken, great at roleplay, and an amazing arse of a true goddess! Brill!"
3592995,3592995,Escort,Positive,4557056,20/05/2018 13:22,Seeking Services,"Did enjoy every bit of our time spent together. Highly recommended, will book her again xx"
3592995,3592995,Escort,Positive,3664888,05/10/2018 06:07,Seeking Services,Great Time With A Sexy Lady Who Knows How To Give Great Oral & Swallow Every Drop x
3592995,3592995,Escort,Positive,1803360,22/04/2018 01:45,Seeking Services,Amazing lady very nice and friendly can tell she loves what she does. Had a fantastic time
3592995,3592995,Escort,Positive,398803,04/11/2018 09:19,Seeking Services,Excellent time with a really lovely lady. Thank you very much AnneMarie and hope to see you again soon x
3592995,3592995,Escort,Positive,676275,04/02/2018 16:53,Seeking Services,What can I say - genuine lady with a big ass! Great gfe with sensual kissing ass worship and a fantastic slow sloppy bj - amazing lady with a great body!
3592995,3592995,Escort,Positive,1796625,20/02/2018 16:22,Seeking Services,A fabulous meet with a gorgeous and responsive lady.. I really enjoyed myself enjoying everything.. Felt very natural... x
3592995,3592995,Escort,Positive,492575,02/06/2018 14:50,Seeking Services,Cracking time with a lovely sexy lady.
3592995,3592995,Escort,Positive,54129,30/01/2018 14:15,Seeking Services,"Easy to chat to, relaxed and relaxing, loves to please as well as being pleased (I think). A genuine gem. Hopefully she will back in the area soon."
3592995,3592995,Escort,Positive,Member Not Active,15/12/2017 17:03,Seeking Services,Words have not yet been invented to discribe this AMAZING lady .Thanks for an unforgetable time
3592995,3592995,Escort,Positive,2111949,27/11/2017 19:44,Seeking Services,Wonderful time with sexy and lovely lady. Thanks Anne Marie XXX
3592995,3592995,Escort,Positive,4167167,11/11/2017 16:10,Seeking Services,Ones agen such a lovey carding lady & wolud go back for more
3592995,3592995,Escort,Positive,1182250,24/10/2017 13:33,Seeking Services,"A fun meet with lovely lady, she's absolutely charming and willing to satisfy your desires"
3592995,3592995,Escort,Positive,859976,16/10/2017 08:00,Seeking Services,Very enjoyable time spent. A.M is confident and sexy. As well as a very nice woman. Thanks A.M
3592995,3592995,Escort,Positive,785655,10/08/2017 06:57,Seeking Services,"Great meeting with AnneMarie, probably the best oral I have ever had. Would definitely recommend if you like curvey MILFs"
3592995,3592995,Escort,Positive,Member Not Active,10/01/2017 08:26,Seeking Services,"AnneMarie is hot , highly sexed and enjoys tights play. Great communication. Will see again x"
3592995,3592995,Escort,Positive,4167167,18/09/2017 20:08,Seeking Services,Perfect GFE she is an absolute joy to be around a lovey warm lady.
3592995,3592995,Escort,Positive,Member Not Active,16/09/2017 15:09,Seeking Services,"Anne Marie was exceptional. Utterly gorgeous, sensational RP and super hot. Come back soon! xx"
3592995,3592995,Escort,Positive,1467262,09/07/2017 11:52,Seeking Services,This lovely milf with a huge bum will take a shower with you and then give you the most natural gfe ever. xx
3592995,3592995,Escort,Positive,3852913,09/02/2017 22:06,Seeking Services,Fantastic time with Anne Marie
3592995,3592995,Escort,Neutral,241739,17/08/2017 16:56,Seeking Services,alot of money for an hr not great to be honest
3592995,3592995,Escort,Positive,2790505,16/08/2017 20:55,Seeking Services,Fantastic booking!!! Really welcoming and relaxing hour.
3592995,3592995,Escort,Positive,296151,13/08/2017 13:59,Seeking Services,What a charming sexy lady .look forward to future meets .best expereance ever.
3592995,3592995,Escort,Positive,2811905,08/06/2017 09:45,Seeking Services,FANTASTIC Time! Look forward to meeting Annemarie next time xx
3592995,3592995,Escort,Positive,Member Not Active,08/01/2017 18:56,Seeking Services,"Fantastic meeting, very easy to get on with and definitely left me wanting to come back for more! x"
3592995,3592995,Escort,Positive,2881055,20/07/2017 23:01,Seeking Services,"What an Amazing lady .. bubbley, fun ,full on sex .. from start to finish no bullshit, loves to please as well as being pleased a geniune quality time had"
3592995,3592995,Escort,Positive,Member Not Active,15/07/2017 21:10,Seeking Services,"Lovely lady and fantastic body, very sexy, had a great time!"
3592995,3592995,Escort,Positive,59182,07/07/2017 09:23,Seeking Services,"Excellent experience, good comms with an articulate and sexy lady. Lots of mutual pleasure, no rushing, highly recommended"
3592995,3592995,Escort,Positive,1122024,07/04/2017 19:30,Seeking Services,Sucksessful Early Bird GFE appointment. Seen many of Am's photos but wanted to experience the very wet lick-out. Then was duly sucked off to completion. Great!
3592995,3592995,Escort,Positive,3907153,07/02/2017 17:49,Seeking Services,"Had an enjoyable time with AnneMarie. Very friendly, chatty and fun :) Met at a nice venue and directions given were easy to understand."
3592995,3592995,Escort,Positive,1535655,07/01/2017 17:39,Seeking Services,"A great meet with Anne Marie, good comms and an unbelievable blow job. Can't wait to do it again xx"
3592995,3592995,Escort,Positive,Member Not Active,22/06/2017 07:08,Seeking Services,Great GFE experience and an ever greater chat afterwards. Looking forward to meet again!!
3592995,3592995,Escort,Positive,2245,14/06/2017 14:09,Seeking Services,What a lovely girl - smart and sexy with a lovely fullsome figure - highly recommended
3592995,3592995,Escort,Positive,Member Not Active,30/04/2017 22:09,Seeking Services,"Had a great time with this girl, curves in all the right places. Let me know when your back in the area."
3592995,3592995,Escort,Positive,1097257,27/04/2017 19:32,Seeking Services,"Lovely evening with a fantastic girl, great curves, a real turn on the way she dresses, sexier in the flesh on top of that a great service, Thanks xx"
3592995,3592995,Escort,Positive,1476778,04/12/2017 20:32,Seeking Services,"My first meeting with Annemarie, really lovely lady and so very good at what she does, had a great afternoon, thank you darling xx"
3592995,3592995,Escort,Positive,232518,04/12/2017 16:23,Seeking Services,"Lovely lady, great in every way. Highly recommended. Lovely personality."
3592995,3592995,Escort,Positive,2143037,04/09/2017 13:33,Seeking Services,Really sexy girl - fantastic sex - thanks so much
3592995,3592995,Escort,Positive,38124,04/05/2017 17:32,Seeking Services,"Very friendly, charming, attractive and natural woman."
